name.forbes-billionaires,lastName.forbes-billionaires,uri.forbes-billionaires,imageUri.forbes-billionaires,worthChange.forbes-billionaires,age.forbes-billionaires,source.forbes-billionaires,industry.forbes-billionaires,gender.forbes-billionaires,country.forbes-billionaires,timestamp.forbes-billionaires,realTimeWorth.forbes-billionaires,realTimeRank.forbes-billionaires,realTimePosition.forbes-billionaires,position.forbes-china-billionaires,rank.forbes-china-billionaires,name.forbes-china-billionaires,lastName.forbes-china-billionaires,uri.forbes-china-billionaires,imageUri.forbes-china-billionaires,worth.forbes-china-billionaires,age.forbes-china-billionaires,source.forbes-china-billionaires,industry.forbes-china-billionaires,gender.forbes-china-billionaires,Cosine
Rita Tong Liu,Tong Liu,rita-tong-liu,no-pic-female,0,69,real estate,Real Estate,F,Hong Kong,1516704901086,3424.586,700,700,308,307,Liu Jincheng,Liu,liu-jincheng,no-pic,1290,53,lithium batteries,Technology,M,//specials-images.forbesimg.com/imageserve/589d248ba7ea431f321929e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=110&cropY2=854,40
Rita Tong Liu,Tong Liu,rita-tong-liu,no-pic-female,0,69,real estate,Real Estate,F,Hong Kong,1516704901086,3424.586,700,700,356,352,Liu Xuejing,Liu,liu-xuejing,liu-xuejing,1160,67,"copper poultry",Diversified,M,40
Rita Tong Liu,Tong Liu,rita-tong-liu,no-pic-female,0,69,real estate,Real Estate,F,Hong Kong,1516704901086,3424.586,700,700,364,362,Liu Bing,Liu,liu-bing,no-pic,1150,49,retail,Fashion & Retail,M,40
Rita Tong Liu,Tong Liu,rita-tong-liu,no-pic-female,0,69,real estate,Real Estate,F,Hong Kong,1516704901086,3424.586,700,700,398,395,Liu Zhendong,Liu,liu-zhendong,no-pic,1070,empty,industrial parks,Service,M,40
Wang Xicheng,Wang,wang-xicheng,no-pic,-2.221,69,tires,Manufacturing,M,China,1516704901086,2014.677,1257,1257,150,150,Wang Xicheng,Wang,wang-xicheng,no-pic,2070,69,tires,Manufacturing,M,99
Lei Jufang,Lei,lei-jufang,lei-jufang,18.741,65,pharmaceuticals,Healthcare,F,China,1516704901086,1966.663,1283,1283,119,119,Lei Jufang,Lei,lei-jufang,lei-jufang,2410,65,pharmaceuticals,Healthcare,F,99
Scott Lin,Lin,scott-lin,scott-lin,-19.435,empty,optical components,Technology,M,Taiwan,1516704901086,2393.385,1056,1056,32,32,Lin Xiucheng,Lin,lin-xiucheng,lin-xiucheng,5740,62,electronics,Technology,M,http://specials-images.forbesimg.com/imageserve/c6c43100dbae28f161e7055a5e75f340/416x416.jpg?background=000000&cropX1=8&cropX2=591&cropY1=105&cropY2=688,49
Scott Lin,Lin,scott-lin,scott-lin,-19.435,empty,optical components,Technology,M,Taiwan,1516704901086,2393.385,1056,1056,114,114,Lin Zhong,Lin,lin-zhong,no-pic,2520,49,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589d2201a7ea431f321929d4/416x416.jpg?background=000000&cropX1=159&cropX2=602&cropY1=89&cropY2=532,49
Scott Lin,Lin,scott-lin,scott-lin,-19.435,empty,optical components,Technology,M,Taiwan,1516704901086,2393.385,1056,1056,142,142,Lin Li,Lin,lin-li,no-pic,2170,54,investments,Finance and Investments,M,//specials-images.forbesimg.com/imageserve/58c338ac4bbe6f0e55885d28/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862,49
Scott Lin,Lin,scott-lin,scott-lin,-19.435,empty,optical components,Technology,M,Taiwan,1516704901086,2393.385,1056,1056,181,181,Lin Jianhua,Lin,lin-jianhua,lin-jianhua,1810,55,solar panel components,Manufacturing,M,49
Scott Lin,Lin,scott-lin,scott-lin,-19.435,empty,optical components,Technology,M,Taiwan,1516704901086,2393.385,1056,1056,270,269,Lin Dingqiang,Lin,lin-dingqiang,no-pic,1420,51,real estate,Real Estate,M,49
Scott Lin,Lin,scott-lin,scott-lin,-19.435,empty,optical components,Technology,M,Taiwan,1516704901086,2393.385,1056,1056,320,320,Lin Fanlian,Lin,lin-fanlian,no-pic,1240,56,gas,Energy,M,49
Scott Lin,Lin,scott-lin,scott-lin,-19.435,empty,optical components,Technology,M,Taiwan,1516704901086,2393.385,1056,1056,334,333,Lin Yi,Lin,lin-yi,no-pic,1200,empty,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589d2183a7ea431f321929d0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=209&cropY2=953,49
Scott Lin,Lin,scott-lin,scott-lin,-19.435,empty,optical components,Technology,M,Taiwan,1516704901086,2393.385,1056,1056,355,352,Lin Tianfu,Lin,lin-tianfu,lin-tianfu,1160,55,"footwear apparel",Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/589f68b1a7ea431f32194be2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=60&cropY2=804,49
Scott Lin,Lin,scott-lin,scott-lin,-19.435,empty,optical components,Technology,M,Taiwan,1516704901086,2393.385,1056,1056,384,383,Lin Zhixiong,Lin,lin-zhixiong,no-pic,1100,44,medical devices,Healthcare,M,49
Scott Lin,Lin,scott-lin,scott-lin,-19.435,empty,optical components,Technology,M,Taiwan,1516704901086,2393.385,1056,1056,397,395,Lin Zhijun,Lin,lin-zhijun,no-pic,1070,42,medical devices,Healthcare,M,49
Tsai Hong-tu,Tsai,tsai-hong-tu,tsai-hong-tu,0.173,65,finance,Finance and Investments,M,Taiwan,1516704901086,3164.044,757,757,99,98,Huang Shih Tsai,Huang,huang-shih-tsai,huang-shih-tsai,2800,66,real estate,Real Estate,M,40
Zhang Jin,Zhang,zhang-jin,no-pic,32.238,46,diversified,Diversified,M,China,1516704901086,3780.054,617,617,75,73,Zhang Jin,Zhang,zhang-jin,no-pic,3600,46,diversified,Diversified,M,99
Fu Liquan,Fu,fu-liquan,no-pic,257.819,50,surveillance equipment,Technology,M,China,1516704901086,5114.474,409,409,45,45,Fu Liquan,Fu,fu-liquan,no-pic,4900,50,surveillance equipment,Technology,M,http://specials-images.forbesimg.com/imageserve/57fe35da4bbe6f19f2b5018c/416x416.jpg?background=000000&cropX1=261&cropX2=619&cropY1=44&cropY2=402,99
Don Hankey,Hankey,don-hankey,don-hankey,0,74,auto loans,Automotive,M,United States,1516704901086,2662,932,932,307,307,Gao Don,Gao,gao-don,no-pic,1290,52,power tools,Manufacturing,M,49
Li Gaiteng,Li,li-gaiteng,no-pic,-305.358,45,hair dryers,Manufacturing,M,China,1516704901086,4416.261,510,510,107,106,Li Li,Li,li-li-2,li-li-2,2600,53,pharmaceuticals,Healthcare,M,70
Wang Xing,Wang,wang-xing,wang-xing,0,44,e-commerce,Technology,M,China,1516704901086,4101.093,557,557,59,59,Wang Xing,Wang,wang-xing,wang-xing,4050,44,e-commerce,Technology,M,//specials-images.forbesimg.com/imageserve/5a0b242131358e542c053f25/416x416.jpg?background=000000&cropX1=8&cropX2=3712&cropY1=787&cropY2=4494,99
Zhang Bangxin,Zhang,zhang-bangxin,no-pic,-58.955,38,after-school tutoring,Service,M,China,1516704901086,5151.069,407,407,44,44,Zhang Bangxin,Zhang,zhang-bangxin,no-pic,5000,38,after-school tutoring,Service,M,99
Faisal Bin Qassim Al Thani,Al Thani,faisal-bin-qassim-al-thani,faisal-bin-qassim-al-thani,13.697,70,"hotels diversified",Diversified,M,Qatar,1516704901086,2107.263,1197,1197,48,48,Jiang Bin,Jiang,jiang-bin,jiang-bin,4700,51,acoustic components,Technology,M,http://specials-images.forbesimg.com/imageserve/33882d7aaf458263cb07411d98863327/416x416.jpg?background=000000&cropX1=151&cropX2=644&cropY1=37&cropY2=530,31
Kuok Khoon Hong,Kuok,kuok-khoon-hong,kuok-khoon-hong,14.222,68,palm oil,Manufacturing,M,Singapore,1516704901086,2278.485,1108,1108,185,184,Ma Hong,Ma,ma-hong,no-pic,1800,50,fashion retail,Fashion & Retail,M,40
Li Wa,Li,li-wa,li-wa,0,52,real estate,Real Estate,M,Hong Kong,1516704901086,3771.393,618,618,107,106,Li Li,Li,li-li-2,li-li-2,2600,53,pharmaceuticals,Healthcare,M,70
Qiu Jianping,Qiu,qiu-jianping,qiu-jianping,35.388,55,hand tools,Manufacturing,M,China,1516704901086,2074.271,1216,1216,123,122,Qiu Jianping,Qiu,qiu-jianping,qiu-jianping,2370,55,hand tools,Manufacturing,M,99
Shen Guojun,Shen,shen-guojun,shen-guojun,2.82,55,retail,Fashion & Retail,M,China,1516704901086,2185.178,1159,1159,144,144,Shen Guojun,Shen,shen-guojun,shen-guojun,2130,55,retail,Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/589da87a4bbe6f0e5586701e/416x416.jpg?background=000000&cropX1=69&cropX2=517&cropY1=166&cropY2=614,99
Chan Tan Ching-fen,Chan,chan-tan-ching-fen,no-pic-female,0.251,empty,real estate,Real Estate,F,Hong Kong,1516704901086,2393.335,1057,1057,36,36,Chan Laiwa,Chan,chan-laiwa,chan-laiwa,5650,77,real estate,Real Estate,F,40
Chu Mang Yee,Chu,chu-mang-yee,chu-mang-yee,110.109,58,real estate,Real Estate,M,China,1516704901086,4720.389,460,460,49,49,Chu Mang Yee,Chu,chu-mang-yee,chu-mang-yee,4450,58,real estate,Real Estate,M,100
Feng Hailiang,Feng,feng-hailiang,feng-hailiang,20.567,57,"copper real estate",Metals & Mining,M,China,1516704901086,2828.71,865,865,106,106,Feng Hailiang,Feng,feng-hailiang,feng-hailiang,2600,57,"copper real estate",Metals & Mining,M,99
Jiang Rensheng,Jiang,jiang-rensheng,jiang-rensheng,-23.033,64,vaccine production,Healthcare,M,China,1516704901086,4662.491,472,472,64,64,Jiang Rensheng,Jiang,jiang-rensheng,jiang-rensheng,3850,64,vaccine production,Healthcare,M,99
Lee Joong-Keun,Lee,lee-joong-keun,lee-joong-keun,0,77,"construction real estate",Construction & Engineering,M,South Korea,1516704901086,2408.133,1044,1044,340,339,Lee Yin Yee,Lee,lee-yin-yee,no-pic,1190,66,Glass,Manufacturing,M,40
Liang Xinjun,Liang,liang-xinjun,liang-xinjun,233.284,50,conglomerate,Diversified,M,China,1516704901086,3895.744,600,600,66,66,Liang Xinjun,Liang,liang-xinjun,liang-xinjun,3800,50,conglomerate,Diversified,M,//specials-images.forbesimg.com/imageserve/5a05fd2a31358e542c051a24/416x416.jpg?background=000000&cropX1=0&cropX2=2667&cropY1=314&cropY2=2983,99
Qi Shi,Qi,qi-shi,qi-shi,130.193,48,financial information,Technology,M,China,1516704901086,1908.267,1314,1314,126,126,Qi Shi,Qi,qi-shi,qi-shi,2330,48,financial information,Technology,M,//specials-images.forbesimg.com/imageserve/589d31bc31358e1a35ab0be8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821,99
Sit Kwong Lam,Sit,sit-kwong-lam,sit-kwong-lam,0,49,"oil transportation",Energy,M,Hong Kong,1516704901086,1305.985,1762,1762,300,298,Sit Kwong Lam,Sit,sit-kwong-lam,sit-kwong-lam,1310,49,"oil transportation",Energy,M,//specials-images.forbesimg.com/imageserve/589f6df331358e1a35ab2b27/416x416.jpg?background=000000&cropX1=187&cropX2=553&cropY1=208&cropY2=574,100
Song Zuowen,Song,song-zuowen,song-zuowen,19.631,70,"aluminum diversified",Diversified,M,China,1516704901086,2838.403,862,862,100,98,Song Zuowen,Song,song-zuowen,song-zuowen,2800,70,"aluminum diversified",Diversified,M,99
Tang Yiu,Tang,tang-yiu,tang-yiu,0,83,fashion retail,Fashion & Retail,M,Hong Kong,1516704901086,2268.021,1113,1113,122,122,Chu Lam Yiu,Chu,chu-lam-yiu,chu-lam-yiu,2370,48,flavorings,Manufacturing,F,40
Tsai Cheng-da,Tsai,tsai-cheng-da,no-pic,0.173,empty,finance,Finance and Investments,M,Taiwan,1516704901086,2861.084,854,854,99,98,Huang Shih Tsai,Huang,huang-shih-tsai,huang-shih-tsai,2800,66,real estate,Real Estate,M,40
Xu Jingren,Xu,xu-jingren,xu-jingren,0,73,pharmaceuticals,Healthcare,M,China,1516704901086,3588.976,654,654,78,78,Xu Jingren,Xu,xu-jingren,xu-jingren,3450,73,pharmaceuticals,Healthcare,M,//specials-images.forbesimg.com/imageserve/5a05ffc4a7ea436b47b53402/416x416.jpg?background=000000&cropX1=395&cropX2=3216&cropY1=12&cropY2=2832,99
Jerry Yang,Yang,jerry-yang,jerry-yang,34.888,49,Yahoo,Technology,M,United States,1516704901086,2664.12,931,931,6,6,Yang Huiyan,Yang,yang-huiyan,yang-huiyan,20700,36,real estate,Real Estate,F,//specials-images.forbesimg.com/imageserve/5a0b1b83a7ea436b47b558ba/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=3&cropY2=602,49
Jerry Yang,Yang,jerry-yang,jerry-yang,34.888,49,Yahoo,Technology,M,United States,1516704901086,2664.12,931,931,200,199,Yang Erzhu,Yang,yang-erzhu,no-pic,1730,67,Real Estate,Real Estate,M,49
Jerry Yang,Yang,jerry-yang,jerry-yang,34.888,49,Yahoo,Technology,M,United States,1516704901086,2664.12,931,931,214,212,Meirong Yang,Yang,meirong-yang,no-pic,1650,empty,Education,Service,49
Jerry Yang,Yang,jerry-yang,jerry-yang,34.888,49,Yahoo,Technology,M,United States,1516704901086,2664.12,931,931,282,282,Bu Yang,Bu,bu-yang,no-pic-female,1370,empty,retail,Fashion & Retail,F,49
Jerry Yang,Yang,jerry-yang,jerry-yang,34.888,49,Yahoo,Technology,M,United States,1516704901086,2664.12,931,931,338,333,Yang Tingdong,Yang,yang-tingdong,no-pic,1200,57,brewery,Food and Beverage,M,49
Jerry Yang,Yang,jerry-yang,jerry-yang,34.888,49,Yahoo,Technology,M,United States,1516704901086,2664.12,931,931,342,339,Yang Zhimao,Yang,yang-zhimao,no-pic,1190,55,"utilities real estate",Diversified,M,49
Jerry Yang,Yang,jerry-yang,jerry-yang,34.888,49,Yahoo,Technology,M,United States,1516704901086,2664.12,931,931,350,344,Yang Shaopeng,Yang,yang-shaopeng,no-pic,1170,60,Shipping,Logistics,M,49
Jerry Yang,Yang,jerry-yang,jerry-yang,34.888,49,Yahoo,Technology,M,United States,1516704901086,2664.12,931,931,389,383,Yang Jianxin,Yang,yang-jianxin,no-pic,1100,48,apparel,Technology,M,49
Yuan Yafei,Yuan,yuan-yafei,yuan-yafei,33.892,54,"retail investments",Fashion & Retail,M,China,1516704901086,2113.295,1191,1191,151,151,Yuan Yafei,Yuan,yuan-yafei,yuan-yafei,2040,54,"retail investments",Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/589e1949a7ea431f321938c1/416x416.jpg?background=000000&cropX1=11&cropX2=663&cropY1=34&cropY2=687,99
Zhou Yaoting,Zhou,zhou-yaoting,no-pic,4.523,74,"apparel real estate",Diversified,M,China,1516704901086,1835.665,1357,1357,160,159,Zhou Yaoting,Zhou,zhou-yaoting,no-pic,1960,74,"apparel real estate",Diversified,M,99
Zhu Gongshan,Zhu,zhu-gongshan,zhu-gongshan,4.938,60,solar panel materials,Manufacturing,M,China,1516704901086,2338.137,1086,1086,127,126,Zhu Gongshan,Zhu,zhu-gongshan,zhu-gongshan,2330,60,solar panel materials,Manufacturing,M,99
Du Jiangtao,Du,du-jiangtao,du-jiangtao,3.232,48,chemicals,Manufacturing,M,China,1516704901086,2544.837,980,980,102,102,Du Jiangtao,Du,du-jiangtao,du-jiangtao,2700,48,chemicals,Manufacturing,M,99
Fang Wei,Fang,fang-wei,no-pic,108.184,44,steel,Manufacturing,M,China,1516704901086,4723.229,459,459,63,63,Fang Wei,Fang,fang-wei,no-pic,3900,44,steel,Manufacturing,M,//specials-images.forbesimg.com/imageserve/5a05fc874bbe6f37dda22a81/416x416.jpg?background=000000&cropX1=5&cropX2=2971&cropY1=278&cropY2=3246,99
Hui Lin Chit,Hui,hui-lin-chit,hui-lin-chit,-10.841,64,hygiene products,Manufacturing,M,China,1516704901086,2638.221,946,946,112,112,Hui Lin Chit,Hui,hui-lin-chit,hui-lin-chit,2570,64,hygiene products,Manufacturing,M,//specials-images.forbesimg.com/imageserve/589d0404a7ea431f321928e8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862,100
Thomas Lee,Lee,thomas-lee,thomas-lee,0,73,private equity,Finance and Investments,M,United States,1516704901086,2196,1153,1153,340,339,Lee Yin Yee,Lee,lee-yin-yee,no-pic,1190,66,Glass,Manufacturing,M,40
Ren Zhengfei,Ren,ren-zhengfei,ren-zhengfei,0,74,telecom equipment,Telecom,M,China,1516704901086,1995.306,1270,1270,141,141,Ren Zhengfei,Ren,ren-zhengfei,ren-zhengfei,2180,74,telecom equipment,Telecom,M,http://specials-images.forbesimg.com/imageserve/56c6960fe4b062f6b59a146c/416x416.jpg?background=000000&cropX1=279&cropX2=635&cropY1=314&cropY2=670,99
Sun Xishuang,Sun,sun-xishuang,sun-xishuang,empty,64,real estate,Real Estate,M,China,1506115745986,14,14,Sun Hongbin,Sun,sun-hongbin,sun-hongbin,10400,55,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/5a0b1f5931358e542c053e93/416x416.jpg?background=000000&cropX1=372&cropX2=2484&cropY1=5&cropY2=2115,49
Sun Xishuang,Sun,sun-xishuang,sun-xishuang,empty,64,real estate,Real Estate,M,China,1506115745986,23,23,Sun Piaoyang,Sun,sun-piaoyang,sun-piaoyang,7100,59,pharmaceuticals,Healthcare,M,49
Sun Xishuang,Sun,sun-xishuang,sun-xishuang,empty,64,real estate,Real Estate,M,China,1506115745986,74,73,Sun Guangxin,Sun,sun-guangxin,sun-guangxin,3600,55,diversified,Diversified,M,//specials-images.forbesimg.com/imageserve/589db0c14bbe6f0e55867045/416x416.jpg?background=000000&cropX1=92&cropX2=673&cropY1=55&cropY2=637,49
Sun Xishuang,Sun,sun-xishuang,sun-xishuang,empty,64,real estate,Real Estate,M,China,1506115745986,173,172,Sun Qinghuan,Sun,sun-qinghuan,no-pic,1870,44,lighting,Technology,M,49
Sun Xishuang,Sun,sun-xishuang,sun-xishuang,empty,64,real estate,Real Estate,M,China,1506115745986,226,225,Sun Shoukuan,Sun,sun-shoukuan,sun-shoukuan,1610,68,metals. coal,Manufacturing,M,49
Sun Xishuang,Sun,sun-xishuang,sun-xishuang,empty,64,real estate,Real Estate,M,China,1506115745986,336,333,Sun Yinhuan,Sun,sun-yinhuan,no-pic,1200,68,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589db1eca7ea431f32192f04/416x416.jpg?background=000000&cropX1=89&cropX2=730&cropY1=105&cropY2=746,49
Sze Man Bok,Sze,sze-man-bok,sze-man-bok,-10.482,68,hygiene products,Manufacturing,M,China,1516704901086,2643.2,941,941,111,111,Sze Man Bok,Sze,sze-man-bok,sze-man-bok,2580,68,hygiene products,Manufacturing,M,100
Wu Jianshu,Wu,wu-jianshu,no-pic,-76.235,54,auto parts,Automotive,M,Hong Kong,1516704901086,1770.831,1387,1387,121,121,Wu Jianshu,Wu,wu-jianshu,no-pic,2380,54,auto parts,Automotive,M,99
Xue Xiangdong,Xue,xue-xiangdong,xue-xiangdong,-28.342,58,software,Technology,M,China,1516704901086,2191.1,1154,1154,130,128,Xue Xiangdong,Xue,xue-xiangdong,xue-xiangdong,2320,58,software,Technology,M,99
Chen Bang,Chen,chen-bang,chen-bang,52.54,52,hospitals,Healthcare,M,China,1516704901086,3868.503,602,602,93,93,Chen Bang,Chen,chen-bang,chen-bang,3030,52,hospitals,Healthcare,M,//specials-images.forbesimg.com/imageserve/c0e911b1254c2a8ff552dcb819a51b50/416x416.jpg?background=000000&cropX1=6&cropX2=739&cropY1=61&cropY2=794,99
Chen Dongsheng,Chen,chen-dongsheng,no-pic,0,60,insurance,Finance and Investments,M,China,1516704901086,3755.405,621,621,73,73,Chen Dongsheng,Chen,chen-dongsheng,no-pic,3600,60,insurance,Finance and Investments,M,//specials-images.forbesimg.com/imageserve/5a05ff0b4bbe6f37dda22ab7/416x416.jpg?background=000000&cropX1=1661&cropX2=4997&cropY1=14&cropY2=3350,99
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,73,73,Chen Dongsheng,Chen,chen-dongsheng,no-pic,3600,60,insurance,Finance and Investments,M,//specials-images.forbesimg.com/imageserve/5a05ff0b4bbe6f37dda22ab7/416x416.jpg?background=000000&cropX1=1661&cropX2=4997&cropY1=14&cropY2=3350,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,90,90,Chen Fashu,Chen,chen-fashu,chen-fashu,3100,57,investments,Finance and Investments,M,//specials-images.forbesimg.com/imageserve/5a061a6b31358e542c051d52/416x416.jpg?background=000000&cropX1=400&cropX2=2723&cropY1=5&cropY2=2326,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,93,93,Chen Bang,Chen,chen-bang,chen-bang,3030,52,hospitals,Healthcare,M,//specials-images.forbesimg.com/imageserve/c0e911b1254c2a8ff552dcb819a51b50/416x416.jpg?background=000000&cropX1=6&cropX2=739&cropY1=61&cropY2=794,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,109,109,Chen Jianhua,Chen,chen-jianhua,chen-jianhua,2590,47,chemicals,Manufacturing,M,//specials-images.forbesimg.com/imageserve/589ce89aa7ea431f3219275d/416x416.jpg?background=000000&cropX1=68&cropX2=694&cropY1=192&cropY2=819,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,132,132,Chen Qingzhou,Chen,chen-qingzhou,no-pic,2300,52,communications equipment,Telecom,M,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,135,135,Chen Jinxia,Chen,chen-jinxia,no-pic-female,2290,49,investments,Finance and Investments,F,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,136,136,Chen Hua,Chen,chen-hua-1,chen-hua-1,2280,52,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589ce2114bbe6f0e558666f7/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=103&cropY2=844,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,165,165,Chen Qixing,Chen,chen-qixing,no-pic,1910,58,electronics components,Technology,M,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,177,177,Chen Dejun,Chen,chen-dejun,no-pic,1840,47,package delivery,Logistics,M,//specials-images.forbesimg.com/imageserve/589cebf1a7ea431f321927c9/416x416.jpg?background=000000&cropX1=147&cropX2=511&cropY1=243&cropY2=607,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,202,202,Chen Xiaoying,Chen,chen-xiaoying,no-pic-female,1700,41,package delivery,Logistics,F,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,203,202,Chen Xueli,Chen,chen-xueli,no-pic,1700,67,pharmaceuticals,Healthcare,M,//specials-images.forbesimg.com/imageserve/589ceb5c4bbe6f0e5586699b/416x416.jpg?background=000000&cropX1=19&cropX2=713&cropY1=35&cropY2=730,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,205,205,Chen Feng,Chen,chen-feng-1,no-pic,1690,64,conglomerate,Diversified,M,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,210,210,Chen Zhuolin,Chen,chen-zhuolin,chen-zhuolin,1670,55,real estate,Real Estate,M,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,238,238,Chen Tianqiao,Chen,chen-tianqiao,chen-tianqiao,1550,44,online games,Technology,M,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,272,272,Chen Ningning,Chen,chen-ningning,chen-ningning,1410,47,minerals,Metals & Mining,F,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,323,323,Chen Xiaxin,Chen,chen-xiaxin,no-pic,1230,55,manufacturing,Diversified,M,49
Tony Chen,Chen,tony-chen,tony-chen,-16.002,49,eletronics,Technology,M,Taiwan,1516704901086,1891.402,1326,1326,345,344,Chen Bo,Chen,chen-bo,no-pic,1170,47,wind power generation,Energy,M,49
